"name","unicode","bytes","emojiid","emoji","rencoding"
"trolleybus","U+1F68E","\xF0\x9F\x9A\x8E",744,"🚎","<ed><a0><bd><ed><ba><8e>"
"minibus","U+1F690","\xF0\x9F\x9A\x90",745,"🚐","<ed><a0><bd><ed><ba><90>"
"oncoming police car","U+1F694","\xF0\x9F\x9A\x94",746,"🚔","<ed><a0><bd><ed><ba><94>"
"oncoming taxi","U+1F696","\xF0\x9F\x9A\x96",747,"🚖","<ed><a0><bd><ed><ba><96>"
"oncoming automobile","U+1F698","\xF0\x9F\x9A\x98",748,"🚘","<ed><a0><bd><ed><ba><98>"
"articulated lorry","U+1F69B","\xF0\x9F\x9A\x9B",749,"🚛","<ed><a0><bd><ed><ba><9b>"
"tractor","U+1F69C","\xF0\x9F\x9A\x9C",750,"🚜","<ed><a0><bd><ed><ba><9c>"
"monorail","U+1F69D","\xF0\x9F\x9A\x9D",751,"🚝","<ed><a0><bd><ed><ba><9d>"
"mountain railway","U+1F69E","\xF0\x9F\x9A\x9E",752,"🚞","<ed><a0><bd><ed><ba><9e>"
"suspension railway","U+1F69F","\xF0\x9F\x9A\x9F",753,"🚟","<ed><a0><bd><ed><ba><9f>"
"mountain cableway","U+1F6A0","\xF0\x9F\x9A\xA0",754,"🚠","<ed><a0><bd><ed><ba><a0>"
"aerial tramway","U+1F6A1","\xF0\x9F\x9A\xA1",755,"🚡","<ed><a0><bd><ed><ba><a1>"
"rowboat","U+1F6A3","\xF0\x9F\x9A\xA3",756,"🚣","<ed><a0><bd><ed><ba><a3>"
"vertical traffic light","U+1F6A6","\xF0\x9F\x9A\xA6",757,"🚦","<ed><a0><bd><ed><ba><a6>"
"put litter in its place symbol","U+1F6AE","\xF0\x9F\x9A\xAE",758,"🚮","<ed><a0><bd><ed><ba><ae>"
"do not litter symbol","U+1F6AF","\xF0\x9F\x9A\xAF",759,"🚯","<ed><a0><bd><ed><ba><af>"
"potable water symbol","U+1F6B0","\xF0\x9F\x9A\xB0",760,"🚰","<ed><a0><bd><ed><ba><b0>"
"non-potable water symbol","U+1F6B1","\xF0\x9F\x9A\xB1",761,"🚱","<ed><a0><bd><ed><ba><b1>"
"no bicycles","U+1F6B3","\xF0\x9F\x9A\xB3",762,"🚳","<ed><a0><bd><ed><ba><b3>"
"bicyclist","U+1F6B4","\xF0\x9F\x9A\xB4",763,"🚴","<ed><a0><bd><ed><ba><b4>"
"mountain bicyclist","U+1F6B5","\xF0\x9F\x9A\xB5",764,"🚵","<ed><a0><bd><ed><ba><b5>"
"no pedestrians","U+1F6B7","\xF0\x9F\x9A\xB7",765,"🚷","<ed><a0><bd><ed><ba><b7>"
"children crossing","U+1F6B8","\xF0\x9F\x9A\xB8",766,"🚸","<ed><a0><bd><ed><ba><b8>"
"shower","U+1F6BF","\xF0\x9F\x9A\xBF",767,"🚿","<ed><a0><bd><ed><ba><bf>"
"bathtub","U+1F6C1","\xF0\x9F\x9B\x81",768,"🛁","<ed><a0><bd><ed><bb><81>"
"passport control","U+1F6C2","\xF0\x9F\x9B\x82",769,"🛂","<ed><a0><bd><ed><bb><82>"
"customs","U+1F6C3","\xF0\x9F\x9B\x83",770,"🛃","<ed><a0><bd><ed><bb><83>"
"baggage claim","U+1F6C4","\xF0\x9F\x9B\x84",771,"🛄","<ed><a0><bd><ed><bb><84>"
"left luggage","U+1F6C5","\xF0\x9F\x9B\x85",772,"🛅","<ed><a0><bd><ed><bb><85>"
"earth globe europe-africa","U+1F30D","\xF0\x9F\x8C\x8D",773,"🌍","<ed><a0><bc><ed><bc><8d>"
"earth globe americas","U+1F30E","\xF0\x9F\x8C\x8E",774,"🌎","<ed><a0><bc><ed><bc><8e>"
"globe with meridians","U+1F310","\xF0\x9F\x8C\x90",775,"🌐","<ed><a0><bc><ed><bc><90>"
"waxing crescent moon symbol","U+1F312","\xF0\x9F\x8C\x92",776,"🌒","<ed><a0><bc><ed><bc><92>"
"waning gibbous moon symbol","U+1F316","\xF0\x9F\x8C\x96",777,"🌖","<ed><a0><bc><ed><bc><96>"
"last quarter moon symbol","U+1F317","\xF0\x9F\x8C\x97",778,"🌗","<ed><a0><bc><ed><bc><97>"
"waning crescent moon symbol","U+1F318","\xF0\x9F\x8C\x98",779,"🌘","<ed><a0><bc><ed><bc><98>"
"new moon with face","U+1F31A","\xF0\x9F\x8C\x9A",780,"🌚","<ed><a0><bc><ed><bc><9a>"
"last quarter moon with face","U+1F31C","\xF0\x9F\x8C\x9C",781,"🌜","<ed><a0><bc><ed><bc><9c>"
"full moon with face","U+1F31D","\xF0\x9F\x8C\x9D",782,"🌝","<ed><a0><bc><ed><bc><9d>"
"sun with face","U+1F31E","\xF0\x9F\x8C\x9E",783,"🌞","<ed><a0><bc><ed><bc><9e>"
"evergreen tree","U+1F332","\xF0\x9F\x8C\xB2",784,"🌲","<ed><a0><bc><ed><bc><b2>"
"deciduous tree","U+1F333","\xF0\x9F\x8C\xB3",785,"🌳","<ed><a0><bc><ed><bc><b3>"
"lemon","U+1F34B","\xF0\x9F\x8D\x8B",786,"🍋","<ed><a0><bc><ed><bd><8b>"
"pear","U+1F350","\xF0\x9F\x8D\x90",787,"🍐","<ed><a0><bc><ed><bd><90>"
"baby bottle","U+1F37C","\xF0\x9F\x8D\xBC",788,"🍼","<ed><a0><bc><ed><bd><bc>"
"horse racing","U+1F3C7","\xF0\x9F\x8F\x87",789,"🏇","<ed><a0><bc><ed><bf><87>"
"rugby football","U+1F3C9","\xF0\x9F\x8F\x89",790,"🏉","<ed><a0><bc><ed><bf><89>"
"european post office","U+1F3E4","\xF0\x9F\x8F\xA4",791,"🏤","<ed><a0><bc><ed><bf><a4>"
"rat","U+1F400","\xF0\x9F\x90\x80",792,"🐀","<ed><a0><bd><ed><b0><80>"
"mouse","U+1F401","\xF0\x9F\x90\x81",793,"🐁","<ed><a0><bd><ed><b0><81>"
"ox","U+1F402","\xF0\x9F\x90\x82",794,"🐂","<ed><a0><bd><ed><b0><82>"
"water buffalo","U+1F403","\xF0\x9F\x90\x83",795,"🐃","<ed><a0><bd><ed><b0><83>"
"cow","U+1F404","\xF0\x9F\x90\x84",796,"🐄","<ed><a0><bd><ed><b0><84>"
"tiger","U+1F405","\xF0\x9F\x90\x85",797,"🐅","<ed><a0><bd><ed><b0><85>"
"leopard","U+1F406","\xF0\x9F\x90\x86",798,"🐆","<ed><a0><bd><ed><b0><86>"
"rabbit","U+1F407","\xF0\x9F\x90\x87",799,"🐇","<ed><a0><bd><ed><b0><87>"
"cat","U+1F408","\xF0\x9F\x90\x88",800,"🐈","<ed><a0><bd><ed><b0><88>"
"dragon","U+1F409","\xF0\x9F\x90\x89",801,"🐉","<ed><a0><bd><ed><b0><89>"
"crocodile","U+1F40A","\xF0\x9F\x90\x8A",802,"🐊","<ed><a0><bd><ed><b0><8a>"
"whale","U+1F40B","\xF0\x9F\x90\x8B",803,"🐋","<ed><a0><bd><ed><b0><8b>"
"ram","U+1F40F","\xF0\x9F\x90\x8F",804,"🐏","<ed><a0><bd><ed><b0><8f>"
"goat","U+1F410","\xF0\x9F\x90\x90",805,"🐐","<ed><a0><bd><ed><b0><90>"
"rooster","U+1F413","\xF0\x9F\x90\x93",806,"🐓","<ed><a0><bd><ed><b0><93>"
"dog","U+1F415","\xF0\x9F\x90\x95",807,"🐕","<ed><a0><bd><ed><b0><95>"
"pig","U+1F416","\xF0\x9F\x90\x96",808,"🐖","<ed><a0><bd><ed><b0><96>"
"dromedary camel","U+1F42A","\xF0\x9F\x90\xAA",809,"🐪","<ed><a0><bd><ed><b0><aa>"
"busts in silhouette","U+1F465","\xF0\x9F\x91\xA5",810,"👥","<ed><a0><bd><ed><b1><a5>"
"two men holding hands","U+1F46C","\xF0\x9F\x91\xAC",811,"👬","<ed><a0><bd><ed><b1><ac>"
"two women holding hands","U+1F46D","\xF0\x9F\x91\xAD",812,"👭","<ed><a0><bd><ed><b1><ad>"
"thought balloon","U+1F4AD","\xF0\x9F\x92\xAD",813,"💭","<ed><a0><bd><ed><b2><ad>"
"banknote with euro sign","U+1F4B6","\xF0\x9F\x92\xB6",814,"💶","<ed><a0><bd><ed><b2><b6>"
"banknote with pound sign","U+1F4B7","\xF0\x9F\x92\xB7",815,"💷","<ed><a0><bd><ed><b2><b7>"
"open mailbox with raised flag","U+1F4EC","\xF0\x9F\x93\xAC",816,"📬","<ed><a0><bd><ed><b3><ac>"
"open mailbox with lowered flag","U+1F4ED","\xF0\x9F\x93\xAD",817,"📭","<ed><a0><bd><ed><b3><ad>"
"postal horn","U+1F4EF","\xF0\x9F\x93\xAF",818,"📯","<ed><a0><bd><ed><b3><af>"
"no mobile phones","U+1F4F5","\xF0\x9F\x93\xB5",819,"📵","<ed><a0><bd><ed><b3><b5>"
"twisted rightwards arrows","U+1F500","\xF0\x9F\x94\x80",820,"🔀","<ed><a0><bd><ed><b4><80>"
"clockwise rightwards and leftwards open circle arrows","U+1F501","\xF0\x9F\x94\x81",821,"🔁","<ed><a0><bd><ed><b4><81>"
"clockwise rightwards and leftwards open circle arrows with circled one overlay","U+1F502","\xF0\x9F\x94\x82",822,"🔂","<ed><a0><bd><ed><b4><82>"
"anticlockwise downwards and upwards open circle arrows","U+1F504","\xF0\x9F\x94\x84",823,"🔄","<ed><a0><bd><ed><b4><84>"
"low brightness symbol","U+1F505","\xF0\x9F\x94\x85",824,"🔅","<ed><a0><bd><ed><b4><85>"
"high brightness symbol","U+1F506","\xF0\x9F\x94\x86",825,"🔆","<ed><a0><bd><ed><b4><86>"
"speaker with cancellation stroke","U+1F507","\xF0\x9F\x94\x87",826,"🔇","<ed><a0><bd><ed><b4><87>"
"speaker with one sound wave","U+1F509","\xF0\x9F\x94\x89",827,"🔉","<ed><a0><bd><ed><b4><89>"
"bell with cancellation stroke","U+1F515","\xF0\x9F\x94\x95",828,"🔕","<ed><a0><bd><ed><b4><95>"
"microscope","U+1F52C","\xF0\x9F\x94\xAC",829,"🔬","<ed><a0><bd><ed><b4><ac>"
"telescope","U+1F52D","\xF0\x9F\x94\xAD",830,"🔭","<ed><a0><bd><ed><b4><ad>"
"clock face one-thirty","U+1F55C","\xF0\x9F\x95\x9C",831,"🕜","<ed><a0><bd><ed><b5><9c>"
"clock face two-thirty","U+1F55D","\xF0\x9F\x95\x9D",832,"🕝","<ed><a0><bd><ed><b5><9d>"
"clock face three-thirty","U+1F55E","\xF0\x9F\x95\x9E",833,"🕞","<ed><a0><bd><ed><b5><9e>"
"clock face four-thirty","U+1F55F","\xF0\x9F\x95\x9F",834,"🕟","<ed><a0><bd><ed><b5><9f>"
"clock face five-thirty","U+1F560","\xF0\x9F\x95\xA0",835,"🕠","<ed><a0><bd><ed><b5><a0>"
"clock face six-thirty","U+1F561","\xF0\x9F\x95\xA1",836,"🕡","<ed><a0><bd><ed><b5><a1>"
"clock face seven-thirty","U+1F562","\xF0\x9F\x95\xA2",837,"🕢","<ed><a0><bd><ed><b5><a2>"
"clock face eight-thirty","U+1F563","\xF0\x9F\x95\xA3",838,"🕣","<ed><a0><bd><ed><b5><a3>"
"clock face nine-thirty","U+1F564","\xF0\x9F\x95\xA4",839,"🕤","<ed><a0><bd><ed><b5><a4>"
"clock face ten-thirty","U+1F565","\xF0\x9F\x95\xA5",840,"🕥","<ed><a0><bd><ed><b5><a5>"
"clock face eleven-thirty","U+1F566","\xF0\x9F\x95\xA6",841,"🕦","<ed><a0><bd><ed><b5><a6>"
"clock face twelve-thirty","U+1F567","\xF0\x9F\x95\xA7",842,"🕧","<ed><a0><bd><ed><b5><a7>"
